,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,SaleType,SaleCondition,SalePrice,count_of_porch,sum_of_area_porch
691,60,RL,104.0,21535,IR1,Lvl,Corner,NoRidge,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,Ex,PConc,Ex,TA,Gd,GLQ,1455,0,989,2444,Ex,Y,SBrkr,2444,1872,4316,0,1,3,1,4,1,Ex,10,2,Ex,Attchd,1994.0,Fin,3,832,TA,TA,Y,382,WD,Normal,13.534474352733596,1,50
692,60,RL,42.0,26178,IR1,Lvl,Inside,Timber,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,PConc,Gd,TA,Gd,GLQ,965,0,245,1210,Ex,Y,SBrkr,1238,1281,2519,1,0,2,1,4,1,Gd,9,2,Gd,Attchd,1989.0,RFn,2,628,TA,TA,Y,320,WD,Normal,12.721888795877375,1,27
693,30,RL,60.0,5400,Reg,Lvl,Corner,OldTown,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,1073,1073,Ex,Y,SBrkr,1073,0,1073,0,0,1,0,2,1,TA,4,0,Noune,Detchd,1968.0,Unf,1,326,TA,TA,Y,0,WD,Abnorml,11.59433032142082,1,112
694,50,RM,51.0,6120,Reg,Lvl,Corner,BrkSide,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,927,927,TA,Y,SBrkr,1067,472,1539,0,0,1,1,3,1,TA,5,0,Noune,Detchd,1995.0,Unf,2,576,TA,TA,Y,112,WD,Normal,11.860062063178267,0,0
695,20,RL,54.0,13811,IR1,Lvl,Inside,Timber,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,CBlock,Gd,Gd,No,GLQ,980,40,92,1112,Gd,Y,SBrkr,1137,0,1137,1,0,2,0,2,1,Gd,5,1,TA,Attchd,1987.0,Unf,2,551,TA,TA,Y,125,WD,Normal,12.07824495582233,0,0
696,30,RM,50.0,6000,Reg,Lvl,Inside,BrkSide,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,Noune,0.0,TA,CBlock,TA,TA,No,LwQ,616,0,0,616,Gd,Y,SBrkr,616,0,616,0,0,1,0,2,1,TA,4,0,Noune,Detchd,1921.0,Unf,1,205,TA,TA,Y,0,WD,Normal,11.39640288460621,1,129
697,20,RL,57.0,6420,IR1,Lvl,Inside,Edwards,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,PConc,Ex,Gd,Mn,LwQ,210,551,219,980,Fa,Y,FuseA,1148,0,1148,0,1,1,0,2,1,TA,6,0,Noune,Detchd,1952.0,Unf,1,308,TA,TA,Y,0,WD,Normal,11.724004532183379,0,0
698,20,RL,65.0,8450,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,GLQ,553,117,224,894,Ex,Y,SBrkr,894,0,894,1,0,1,0,3,1,TA,5,1,Gd,Detchd,1973.0,Unf,1,336,TA,TA,Y,416,WD,Normal,11.83863282480007,1,144
699,120,FV,59.0,4282,IR2,Lvl,Inside,Somerst,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,Gd,PConc,Gd,TA,Mn,GLQ,16,0,1375,1391,Ex,Y,SBrkr,1391,0,1391,0,0,2,0,2,1,Gd,5,0,Noune,Attchd,2004.0,RFn,2,530,TA,TA,Y,156,WD,Normal,12.185875040240456,1,158
700,20,RL,85.0,14331,Reg,Lvl,Inside,Timber,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,PConc,Ex,TA,Gd,GLQ,1274,0,526,1800,Ex,Y,SBrkr,1800,0,1800,1,0,2,0,3,1,Gd,7,1,Gd,Attchd,2002.0,Fin,3,765,TA,TA,Y,270,WD,Normal,12.652362948153474,1,78
701,20,RL,80.0,9600,Reg,Lvl,Inside,NWAmes,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,CBlock,TA,TA,No,Unf,0,0,1164,1164,TA,Y,SBrkr,1164,0,1164,0,0,1,1,3,1,TA,6,0,Noune,Attchd,1969.0,Unf,2,528,TA,TA,Y,0,COD,Normal,11.849404844423074,0,0
702,60,RL,82.0,12438,IR1,Lvl,Inside,StoneBr,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,PConc,Ex,Gd,No,Unf,0,0,1234,1234,Ex,Y,SBrkr,1264,1312,2576,0,0,2,1,4,1,Ex,10,1,Gd,BuiltIn,2006.0,Fin,3,666,TA,TA,Y,324,New,Partial,12.799178471909892,1,100
703,190,RM,76.0,7630,Reg,Lvl,Inside,OldTown,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,Gd,TA,No,Unf,0,0,360,360,Gd,Y,SBrkr,1032,780,1812,0,0,2,0,4,2,Gd,8,1,Po,Detchd,1999.0,Unf,2,672,TA,TA,N,344,WD,Normal,11.849404844423074,1,40
704,20,RL,70.0,8400,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,PConc,Gd,TA,Av,GLQ,712,0,761,1473,Ex,Y,SBrkr,1484,0,1484,1,0,2,0,3,1,Gd,7,0,Noune,Attchd,2004.0,RFn,2,606,TA,TA,Y,0,WD,Normal,12.269052139516223,2,179
705,190,RM,70.0,5600,Reg,Lvl,Inside,IDOTRR,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,Noune,0.0,Fa,Slab,Noune,Noune,Noune,Noune,0,0,0,0,Fa,N,SBrkr,372,720,1092,0,0,2,0,3,2,Fa,7,0,Noune,Noune,1932.0,Noune,0,0,Noune,Noune,N,0,WD,Normal,10.915106645867503,0,0
706,20,RL,83.46153846153847,115149,IR2,Low,CulDSac,ClearCr,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,CBlock,Gd,TA,Gd,GLQ,1219,0,424,1643,TA,Y,SBrkr,1824,0,1824,1,0,2,0,2,1,Gd,5,2,TA,Attchd,1971.0,Unf,2,739,TA,TA,Y,380,WD,Normal,12.618185607609803,1,48
707,120,RL,48.0,6240,Reg,Lvl,Inside,NridgHt,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,PConc,Gd,TA,No,GLQ,863,0,461,1324,Ex,Y,SBrkr,1324,0,1324,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2006.0,Fin,2,550,TA,TA,Y,192,WD,Normal,12.445093483000798,1,38
708,60,RL,65.0,9018,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,Av,Unf,0,0,728,728,Ex,Y,SBrkr,728,728,1456,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2007.0,Fin,2,400,TA,TA,Y,100,New,Partial,12.09815887308463,1,24
709,20,RL,74.4375,7162,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,PConc,TA,TA,No,Unf,0,0,876,876,TA,Y,SBrkr,904,0,904,0,0,1,0,3,1,TA,6,0,Noune,Attchd,1966.0,Unf,1,408,TA,TA,Y,0,WD,Abnorml,11.60733523953139,0,0
710,30,RL,56.0,4130,IR1,Lvl,Inside,BrkSide,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,CBlock,TA,TA,No,Unf,0,0,270,270,Gd,Y,SBrkr,729,0,729,0,0,1,0,2,1,TA,5,0,Noune,Noune,1958.5,Noune,0,0,Noune,Noune,N,0,WD,Normal,10.859018228147887,0,0
711,50,C (all),66.0,8712,Reg,HLS,Inside,IDOTRR,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,Stone,TA,TA,Mn,Unf,0,0,859,859,Gd,Y,SBrkr,859,319,1178,0,0,1,0,2,1,TA,7,0,Noune,Detchd,1964.0,RFn,1,384,TA,TA,N,68,WD,Abnorml,11.54031687156214,1,98
712,120,RL,40.0,4671,IR1,HLS,Inside,StoneBr,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,Gd,PConc,Gd,TA,Mn,GLQ,767,0,461,1228,Gd,Y,SBrkr,1228,0,1228,1,0,2,0,2,1,Gd,5,1,Gd,Attchd,1988.0,Fin,2,472,TA,TA,Y,168,WD,Normal,12.149507585033072,1,120
713,190,RL,60.0,9873,Reg,Lvl,Inside,BrkSide,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,CBlock,TA,TA,Av,ALQ,789,0,171,960,TA,N,SBrkr,960,0,960,1,0,1,0,3,1,TA,6,0,Noune,Detchd,1970.0,Unf,2,576,TA,TA,Y,0,WD,Normal,11.767575435251748,1,288
714,60,RL,74.4375,13517,IR1,Lvl,CulDSac,Sawyer,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,CBlock,TA,TA,No,GLQ,533,0,192,725,Ex,Y,SBrkr,725,754,1479,0,0,2,1,3,1,Gd,6,0,Noune,Attchd,1976.0,RFn,2,475,TA,TA,Y,0,WD,Normal,11.779136168550774,1,44
715,20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,CBlock,Gd,TA,No,Unf,0,0,1064,1064,TA,Y,SBrkr,1350,0,1350,0,0,2,0,3,1,TA,7,1,TA,Attchd,1974.0,RFn,2,478,TA,TA,Y,0,WD,Normal,12.013706813470414,0,0
716,70,RM,60.0,10800,Reg,Bnk,Inside,OldTown,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,718,718,Ex,Y,SBrkr,1576,978,2554,0,0,1,1,3,1,TA,8,0,Noune,Detchd,1996.0,Unf,2,704,TA,TA,P,0,WD,Normal,11.979805470779858,2,191
717,20,RL,80.0,10000,Reg,Lvl,Inside,NWAmes,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,Gd,TA,No,BLQ,1084,0,92,1176,Gd,Y,SBrkr,1178,0,1178,0,1,1,1,3,1,Gd,5,1,Fa,Attchd,1973.0,Unf,2,439,TA,TA,Y,224,WD,Normal,11.964007453736912,0,0
718,60,RL,96.0,10542,Reg,Lvl,Inside,NoRidge,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,Gd,PConc,Gd,TA,Gd,GLQ,1173,0,138,1311,Ex,Y,SBrkr,1325,1093,2418,1,0,2,1,3,1,Gd,9,1,TA,Attchd,1993.0,RFn,3,983,TA,TA,Y,250,WD,Normal,12.739640688812674,2,370
719,20,RL,69.0,9920,IR1,Lvl,Inside,CollgCr,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,Noune,0.0,TA,CBlock,Gd,TA,Gd,ALQ,523,0,448,971,TA,Y,SBrkr,971,0,971,0,0,1,1,3,1,TA,5,1,Po,Attchd,1969.0,Unf,1,300,TA,TA,Y,0,WD,Normal,11.763691965388299,0,0
720,120,RL,62.7,6563,IR1,Low,CulDSac,StoneBr,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,Gd,PConc,Gd,TA,Gd,GLQ,1148,0,594,1742,TA,Y,SBrkr,1742,0,1742,1,0,2,0,2,1,Gd,5,1,TA,Attchd,1985.0,RFn,2,564,TA,TA,Y,114,WD,Normal,12.524530013005734,2,262
721,120,RM,71.68253968253968,4426,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,PConc,Gd,TA,Av,GLQ,662,0,186,848,Ex,Y,SBrkr,848,0,848,1,0,1,0,1,1,Gd,3,0,Noune,Attchd,2004.0,RFn,2,420,TA,TA,Y,160,WD,Normal,11.870606902224587,0,0
722,20,RL,70.0,8120,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,191,0,673,864,Ex,Y,SBrkr,864,0,864,0,0,1,0,3,1,TA,5,0,Noune,Detchd,1994.0,Unf,2,463,TA,TA,Y,0,WD,Normal,11.732069026983156,0,0
723,50,RL,60.0,8172,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,PConc,TA,TA,No,Unf,0,0,941,941,Ex,Y,SBrkr,997,473,1470,0,0,2,0,4,1,TA,7,0,Noune,Detchd,1958.0,Unf,1,548,TA,TA,Y,0,WD,Normal,11.813037464800539,1,156
724,20,RL,86.0,13286,IR1,Lvl,Inside,Edwards,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,PConc,Ex,TA,No,GLQ,1234,0,464,1698,Ex,Y,SBrkr,1698,0,1698,1,0,2,0,3,1,Ex,8,1,Gd,Attchd,2007.0,Fin,3,768,TA,TA,Y,327,WD,Normal,12.676079399771027,1,64
725,20,RL,60.0,6960,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,375,239,250,864,TA,Y,SBrkr,864,0,864,0,0,1,0,3,1,Gd,5,0,Noune,Detchd,1989.0,Unf,2,660,TA,TA,Y,96,WD,Normal,11.699413330633599,0,0
726,20,RL,71.8048780487805,21695,IR1,Lvl,Corner,Crawfor,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,Gd,CBlock,Gd,TA,No,GLQ,808,0,72,880,Ex,Y,SBrkr,1680,0,1680,1,0,2,0,3,1,Gd,5,1,Gd,Attchd,1988.0,Fin,2,540,TA,TA,Y,292,WD,Normal,12.310437165348775,2,226
727,20,RL,64.0,7314,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,PConc,Gd,TA,Av,GLQ,724,0,508,1232,Ex,Y,SBrkr,1232,0,1232,1,0,2,0,2,1,Gd,6,0,Noune,Attchd,2007.0,RFn,2,632,TA,TA,Y,132,WD,Normal,12.178192583415596,0,0
728,90,RL,85.0,11475,Reg,Lvl,Corner,NAmes,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,CBlock,TA,TA,No,Unf,0,0,1584,1584,TA,Y,SBrkr,1776,0,1776,1,0,2,0,4,2,TA,9,0,Noune,Detchd,1968.0,Unf,3,888,TA,TA,Y,0,COD,Abnorml,11.608244735642321,1,25
729,30,RM,52.0,6240,Reg,Lvl,Inside,IDOTRR,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,BLQ,152,0,628,780,TA,Y,FuseA,848,0,1208,0,0,1,0,2,1,TA,5,0,Noune,Detchd,1962.0,Unf,2,539,TA,TA,Y,0,WD,Normal,11.542493975902508,2,135
730,120,RL,39.0,5389,IR1,Lvl,Inside,StoneBr,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,Noune,0.0,Gd,PConc,Gd,TA,No,GLQ,1180,0,415,1595,Ex,Y,SBrkr,1616,0,1616,1,0,2,0,2,1,Gd,5,1,TA,Attchd,1995.0,RFn,2,608,TA,TA,Y,237,WD,Normal,12.373707715234994,1,152
731,80,RL,73.0,9590,IR1,Lvl,Corner,Timber,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,Gd,PConc,Ex,TA,Av,GLQ,786,0,82,868,Ex,Y,SBrkr,1146,0,1146,1,0,2,0,3,1,Gd,6,1,Gd,Attchd,2003.0,Fin,2,438,TA,TA,Y,160,WD,Normal,12.141539457711714,1,22
732,60,RL,75.0,11404,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,PConc,Gd,TA,Av,ALQ,252,0,901,1153,Ex,Y,SBrkr,1153,878,2031,0,0,2,1,3,1,Gd,8,1,TA,Attchd,1998.0,Fin,2,541,TA,TA,Y,192,WD,Normal,12.312686874960354,1,84
733,20,RL,80.0,10000,Reg,Lvl,Corner,Sawyer,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,TA,TA,No,BLQ,594,0,270,864,Ex,Y,SBrkr,1144,0,1144,1,0,1,0,3,1,TA,6,1,TA,Attchd,1961.0,RFn,1,264,TA,TA,Y,165,WD,Normal,11.786008995353765,0,0
734,20,RL,74.4375,8978,IR1,Lvl,Corner,Sawyer,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,PConc,TA,TA,No,Unf,0,0,948,948,TA,Y,SBrkr,948,0,948,0,0,1,0,3,1,TA,6,0,Noune,Attchd,1968.0,Unf,1,300,TA,TA,Y,147,WD,Family,11.58989576532275,0,0
735,75,RM,60.0,10800,Reg,Lvl,Inside,OldTown,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,Gd,TA,Mn,Rec,390,0,490,880,Fa,N,SBrkr,880,888,1768,0,0,1,1,2,1,TA,6,2,TA,Detchd,1914.0,Unf,2,320,TA,TA,N,0,WD,Normal,12.001511614739405,1,341
736,90,RL,60.0,8544,Reg,Lvl,Inside,NAmes,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,Noune,0.0,TA,CBlock,Noune,Noune,Noune,Noune,0,0,0,0,Gd,N,FuseF,1040,0,1040,0,0,2,0,2,2,TA,6,0,Noune,Detchd,1949.0,Unf,2,400,TA,TA,Y,0,WD,Normal,11.445727410406752,0,0
737,60,RL,72.0,10463,IR1,HLS,CulDSac,Gilbert,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,893,893,Ex,Y,SBrkr,901,900,1801,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2005.0,Fin,3,800,TA,TA,Y,0,WD,Normal,12.3879816172226,1,116
738,90,RL,60.0,10800,Reg,Lvl,Inside,Edwards,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,CBlock,Gd,Gd,Gd,GLQ,1200,0,0,1200,TA,Y,SBrkr,1200,0,1200,3,0,3,0,3,1,TA,5,0,Noune,Noune,1987.0,Noune,0,0,Noune,Noune,Y,120,WD,Alloca,12.095146671399466,0,0
739,60,RL,65.0,9313,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,864,864,Ex,Y,SBrkr,864,864,1728,0,0,2,1,3,1,Gd,7,0,Noune,Attchd,2004.0,RFn,2,572,TA,TA,Y,187,WD,Normal,12.154784614286667,1,56
740,70,RM,60.0,9600,Reg,Lvl,Inside,OldTown,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,Noune,0.0,TA,BrkTil,Fa,Fa,No,Unf,0,0,264,264,Ex,Y,SBrkr,768,664,1432,0,0,2,0,2,1,TA,7,0,Noune,Detchd,1910.0,Unf,2,360,TA,Gd,Y,270,WD,Abnorml,11.790564777297387,1,112
741,20,RL,65.0,6768,IR1,Lvl,Inside,Sawyer,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,TA,TA,Mn,GLQ,832,0,80,912,Gd,Y,SBrkr,912,0,912,1,1,1,0,3,1,Gd,5,0,Noune,Detchd,1962.0,Unf,1,288,TA,TA,Y,168,WD,Normal,11.863589378812122,0,0
742,20,RL,65.0,8450,Reg,Lvl,Inside,SawyerW,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,PConc,Gd,TA,No,Unf,0,0,1349,1349,Ex,Y,SBrkr,1349,0,1349,0,0,2,0,3,1,TA,6,0,Noune,Attchd,2000.0,Unf,2,539,TA,TA,Y,120,WD,Normal,12.095146671399466,1,55
743,80,RL,70.0,12886,IR1,Lvl,Inside,Sawyer,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,Gd,TA,Av,ALQ,444,0,76,520,Ex,Y,SBrkr,1464,0,1464,0,1,2,0,3,1,TA,6,1,TA,Attchd,1997.0,RFn,2,480,TA,TA,Y,302,WD,Normal,12.07254696717504,1,100
744,120,RL,41.0,5395,IR1,HLS,Inside,StoneBr,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,Gd,PConc,Gd,TA,No,GLQ,733,0,604,1337,Gd,Y,SBrkr,1337,0,1337,1,0,2,0,2,1,Gd,5,1,TA,Attchd,1993.0,RFn,2,462,TA,TA,Y,96,WD,Normal,12.100717685412471,2,238
745,60,RL,81.28888888888889,8963,IR1,Lvl,Inside,NWAmes,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,Ex,CBlock,TA,Gd,No,GLQ,575,80,487,1142,Ex,Y,SBrkr,1175,1540,2715,0,1,3,1,4,1,Gd,11,2,TA,BuiltIn,1994.0,Fin,2,831,TA,TA,Y,0,WD,Normal,12.61087420020211,1,204
746,60,RL,79.87755102040816,8795,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,GLQ,300,0,652,952,Ex,Y,SBrkr,980,1276,2256,0,0,2,1,4,1,Gd,8,1,TA,BuiltIn,2000.0,Fin,2,554,TA,TA,Y,224,WD,Normal,12.371591321286905,1,54
747,70,RM,65.0,11700,IR1,Lvl,Corner,OldTown,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,Noune,0.0,Gd,Stone,TA,Fa,No,Unf,0,0,1240,1240,TA,N,SBrkr,1320,1320,2640,0,0,1,1,4,1,Gd,8,1,Gd,Detchd,1950.0,Unf,4,864,TA,TA,N,181,WD,Normal,12.491176396967154,1,386
748,20,RL,59.0,10593,IR1,Lvl,Inside,NoRidge,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,PConc,Gd,TA,No,GLQ,919,0,801,1720,Ex,Y,SBrkr,1720,0,1720,1,0,2,0,3,1,Gd,7,1,TA,Attchd,1996.0,Fin,2,527,TA,TA,Y,240,WD,Normal,12.469978029554953,2,210
749,50,RL,50.0,8405,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,Noune,0.0,TA,Slab,Noune,Noune,Noune,Noune,0,0,0,0,TA,N,FuseF,1088,441,1529,0,0,2,0,4,1,TA,9,0,Noune,Detchd,1945.0,Unf,1,240,TA,TA,N,92,WD,Normal,11.49273296168228,1,185
750,50,RM,55.0,8800,Reg,Lvl,Corner,OldTown,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,TA,Fa,No,Unf,0,0,576,576,Gd,Y,SBrkr,792,348,1140,0,0,1,0,3,1,TA,7,0,Noune,Noune,1953.0,Noune,0,0,Noune,Noune,N,0,WD,Normal,11.477308649967686,1,160
751,60,RL,79.87755102040816,7750,Reg,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,660,660,Ex,Y,SBrkr,660,660,1320,0,0,2,1,3,1,Gd,6,0,Noune,Attchd,2003.0,Fin,2,400,TA,TA,Y,0,WD,Normal,11.995357787034976,1,48
752,20,RL,79.0,9236,IR1,Lvl,Inside,CollgCr,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,Gd,TA,Gd,GLQ,1200,0,279,1479,Ex,Y,SBrkr,1494,0,1494,1,0,2,0,3,1,Gd,6,0,Noune,Attchd,1997.0,RFn,2,576,TA,TA,Y,168,WD,Normal,12.28765724080691,1,27
753,60,RL,80.0,10240,Reg,Lvl,Inside,NridgHt,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,PConc,Gd,TA,Mn,Unf,0,0,1030,1030,Gd,Y,SBrkr,1038,1060,2098,0,0,2,1,3,1,Ex,8,1,Gd,Attchd,2005.0,RFn,3,878,TA,TA,Y,192,WD,Normal,12.526346537332584,1,52
754,20,RL,61.0,7930,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,CBlock,TA,TA,No,GLQ,439,472,115,1026,Gd,Y,SBrkr,1026,0,1026,1,0,1,0,3,1,Gd,5,0,Noune,Detchd,1969.0,RFn,2,440,TA,TA,Y,171,WD,Normal,11.957617696467539,1,48
755,160,FV,34.0,3230,Reg,Lvl,Inside,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,PConc,Gd,TA,No,GLQ,381,0,348,729,Gd,Y,SBrkr,742,729,1471,0,0,2,1,3,1,TA,6,0,Noune,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,WD,Normal,12.058158312538197,1,24
756,60,RL,68.0,10769,IR1,Lvl,Inside,CollgCr,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,Av,GLQ,20,0,846,866,Ex,Y,SBrkr,866,902,1768,0,0,2,1,3,1,Gd,7,0,Noune,Attchd,2007.0,RFn,2,578,TA,TA,Y,144,WD,Normal,12.264346270624157,1,105
